symbol,horizon,model,train_accuracy,train_roc_auc,test_sharpe,test_return,overfit_score
NVDA,5,Decision Tree,0.5101214574898786,0.41042356512141276,0.984408860239758,0.38459190485342654,-0.47428740274987946
NVDA,5,Random Forest,0.3684210526315789,0.4531594922737307,1.5307878192590196,0.4040924367680605,-1.1623667666274407
NVDA,5,XGBoost,0.44129554655870445,0.46033388520971297,1.0945395983816582,0.2913048464082062,-0.6532440518229536
NVDA,10,Decision Tree,0.3319838056680162,0.6048410938654841,1.166447391743172,0.2244731692914128,-0.8344635860751557
NVDA,10,Random Forest,0.340080971659919,0.4294161123429416,0.7725479026697969,0.081860030154844,-0.4324669310098779
NVDA,10,XGBoost,0.3684210526315789,0.44730229120473025,0.5945282726522978,0.0769931247753648,-0.22610722002071887
TSLA,5,Logistic Regression,0.5748987854251012,0.5720844811753902,0.41114460517248874,0.07681114271631473,0.16375418025261246
TSLA,5,Decision Tree,0.4898785425101215,0.5104617604617605,-0.00039679988438390674,-0.05462097425153789,0.4898785425101215
TSLA,5,Random Forest,0.46558704453441296,0.4618916437098255,-0.18156047945084133,-0.057675294633171115,0.46558704453441296
TSLA,5,XGBoost,0.4574898785425101,0.4831431195067559,-0.2140428925229583,-0.1523501061063156,0.4574898785425101
TSLA,10,Logistic Regression,0.5789473684210527,0.5628968253968254,0.5389323055633414,0.14264011912305508,0.04001506285771128
TSLA,10,Decision Tree,0.4534412955465587,0.3996693121693122,-0.25167181176101244,-0.03779478440143624,0.4534412955465587
TSLA,10,Random Forest,0.46963562753036436,0.47989417989417993,0.8876283520931472,0.26434682426854894,-0.4179927245627828
TSLA,10,XGBoost,0.5222672064777328,0.5125661375661374,1.4201204957723996,0.6871856470166198,-0.8978532892946668
GOOGL,5,Decision Tree,0.47368421052631576,0.44919768069039917,1.9629177316351925,0.4787534865296703,-1.4892335211088767
GOOGL,5,XGBoost,0.4251012145748988,0.466356526429342,0.17835076597897165,0.003619870565372718,0.24675044859592715
GOOGL,10,Decision Tree,0.4331983805668016,0.4375977812544446,0.2258744934647865,0.025457512661081427,0.2073238871020151
GOOGL,10,XGBoost,0.31983805668016196,0.38237804010809273,-0.21387269831335703,-0.01580618963204672,0.31983805668016196
META,5,Logistic Regression,0.5396039603960396,0.5354864837501266,1.36502479371316,0.3125192774040084,-0.8254208333171205
META,5,Decision Tree,0.6336633663366337,0.5565961324288752,0.07751808928692737,-0.03887487012023383,0.5561452770497063
META,5,Random Forest,0.5594059405940595,0.5560392831831528,0.5176000260184617,0.10400131901641751,0.04180591457559779
META,5,XGBoost,0.5544554455445545,0.5753771388073301,-0.3034504682109406,-0.13486641843687908,0.5544554455445545
META,10,Logistic Regression,0.4752475247524752,0.5427845528455284,0.8460947185861076,0.12669677160315218,-0.3708471938336324
META,10,Decision Tree,0.6386138613861386,0.6603150406504066,0.07751808928692737,-0.03887487012023383,0.5610957720992112
META,10,Random Forest,0.5792079207920792,0.5879065040650406,0.07751808928692737,-0.03887487012023383,0.5016898315051518
META,10,XGBoost,0.5891089108910891,0.6340447154471544,0.18070867572618837,-0.005212484146217999,0.4084002351649007
AMZN,5,Decision Tree,0.5263157894736842,0.6429497679497679,-1.252180511266436,-0.16927980070237048,0.5263157894736842
AMZN,5,XGBoost,0.4574898785425101,0.5808080808080808,0.7464353295543942,0.10086257729214743,-0.28894545101188407
AMZN,10,Decision Tree,0.3441295546558704,0.4104130931961121,-0.1548290086672998,-0.015612826067878727,0.3441295546558704
AMZN,10,XGBoost,0.46153846153846156,0.7405660377358492,-0.2331287106587652,-0.011707976048291657,0.46153846153846156
JPM,5,XGBoost,0.38461538461538464,0.5990799716914368,0.36850719742870236,0.04530483346593783,0.016108187186682277
JPM,10,Decision Tree,0.4534412955465587,0.5007822500355568,0.7081974353122568,0.09800831617170846,-0.25475613976569805
JPM,10,XGBoost,0.3562753036437247,0.5147205233963874,0.9981614938750903,0.12340393361262536,-0.6418861902313657
BAC,5,Logistic Regression,0.582995951417004,0.5935091277890466,1.80206713854911,0.1642420573791108,-1.219071187132106
BAC,5,Decision Tree,0.5141700404858299,0.5271467207572684,-0.9140380163317618,-0.1085437456338989,0.5141700404858299
BAC,5,Random Forest,0.5020242914979757,0.5237322515212981,1.6160791374131669,0.16706709667323638,-1.114054845915191
BAC,5,XGBoost,0.47368421052631576,0.48350236646382694,-0.007832592201889763,-0.018168671019148208,0.47368421052631576
BAC,10,Logistic Regression,0.5587044534412956,0.5594625500285878,1.2435635045481768,0.12222142074445141,-0.6848590511068812
BAC,10,Decision Tree,0.4089068825910931,0.46626643796455114,1.1109304413239447,0.19123419341849068,-0.7020235587328516
BAC,10,Random Forest,0.4939271255060729,0.5570325900514579,1.5081890760510501,0.02305386607142834,-1.0142619505449773
BAC,10,XGBoost,0.4777327935222672,0.5727558604917096,1.129125296613594,0.12401093964451437,-0.6513925030913268
WFC,5,Logistic Regression,0.4331983805668016,0.5754527162977867,1.8326966418896335,0.10745960781689745,-1.399498261322832
WFC,5,Decision Tree,0.42105263157894735,0.5426894701542588,0.9967796537971355,0.10997911306249275,-0.5757270222181882
WFC,5,XGBoost,0.4534412955465587,0.5299128101945002,1.4716356010856795,0.11822977741995122,-1.0181943055391207
WFC,10,Decision Tree,0.4493927125506073,0.5559161595672751,-0.13098599893245147,-0.012610100948571623,0.4493927125506073
WFC,10,XGBoost,0.4291497975708502,0.5153482082488168,1.5634369233924448,0.12890008481487958,-1.1342871258215945
XOM,5,Logistic Regression,0.5668016194331984,0.6026246719160107,0.7214403578676051,0.14304526777366933,-0.15463873843440668
XOM,5,Decision Tree,0.5789473684210527,0.5595472440944881,1.1089587413324546,0.22715219956355215,-0.530011372911402
XOM,5,Random Forest,0.5951417004048583,0.6942257217847769,1.7903828344588957,0.3104725617679387,-1.1952411340540374
XOM,5,XGBoost,0.5668016194331984,0.6064304461942257,1.3992632134037433,0.25045145852395745,-0.8324615939705449
XOM,10,Logistic Regression,0.5789473684210527,0.6322449514817728,0.6336714959558374,0.12372612155919338,-0.05472412753478473
XOM,10,Decision Tree,0.6153846153846154,0.6382441646997116,1.7788671877967677,0.23724831652671252,-1.1634825724121522
XOM,10,Random Forest,0.659919028340081,0.7630474691843693,1.6406328589479608,0.2258352961158563,-0.9807138306078799
XOM,10,XGBoost,0.6477732793522267,0.7187254130605822,0.9327488206312482,0.1367184240983006,-0.28497554127902147
CVX,5,Logistic Regression,0.4979757085020243,0.5261605035405194,0.021587900983435868,-0.016905624252598228,0.4763878075185884
CVX,5,Decision Tree,0.5263157894736842,0.5354379753474954,-0.8936309629490613,-0.1874169603728676,0.5263157894736842
CVX,5,Random Forest,0.562753036437247,0.6315237345921846,0.21020476879244657,0.021460444791916,0.3525482676448004
CVX,5,XGBoost,0.5748987854251012,0.5748098610018357,0.8314657891819316,0.1590938823507566,-0.2565670037568304
CVX,10,Logistic Regression,0.46153846153846156,0.5625746516257464,-0.4259179962830814,-0.10906590462582522,0.46153846153846156
CVX,10,Decision Tree,0.5222672064777328,0.5693098871930988,0.7127096156622091,0.136157775463976,-0.1904424091844763
CVX,10,Random Forest,0.5789473684210527,0.6155275381552755,0.46843699752069906,0.0822856583988647,0.1105103709003536
CVX,10,XGBoost,0.5789473684210527,0.6130059721300597,0.08497006470403269,-0.006528193282986705,0.49397730371702
MSFT,5,Decision Tree,0.44534412955465585,0.4853415814954277,0.4454183172197228,0.01595833601609642,-7.418766506694929e-05
MSFT,5,Random Forest,0.44534412955465585,0.5098843464228079,-0.18112101107695525,-0.007922300314887942,0.44534412955465585
MSFT,5,XGBoost,0.47368421052631576,0.5075309306078537,0.16106664123813633,0.013021118092636286,0.3126175692881794
MSFT,10,Random Forest,0.4898785425101215,0.5482648583964899,0.19512046130361788,0.01580247630914977,0.2947580812065036
MSFT,10,XGBoost,0.46558704453441296,0.5121659353809334,1.1101170275810965,0.12028418506692673,-0.6445299830466835
AAPL,5,XGBoost,0.4331983805668016,0.518526031102096,0.5679590509441778,0.0981031035301092,-0.13476067037737616
AAPL,10,Decision Tree,0.4777327935222672,0.3518667201926937,-0.12927302712601996,-0.04931836293228409,0.4777327935222672
AAPL,10,Random Forest,0.4493927125506073,0.48608323297203265,0.901372427283287,0.16015359964409503,-0.4519797147326797
AAPL,10,XGBoost,0.4251012145748988,0.5010036130068246,1.3148071727064385,0.2650533781447866,-0.8897059581315397
V,5,Logistic Regression,0.47368421052631576,0.5558926645091693,0.565915724807689,0.0546624573878145,-0.09223151428137327
V,5,Decision Tree,0.582995951417004,0.5,0.6211671123496695,0.11979469300793855,-0.03817116093266548
V,5,Random Forest,0.4979757085020243,0.5125404530744336,0.08457860016970317,0.0036106176629928655,0.41339710833232113
V,5,XGBoost,0.5222672064777328,0.5135517799352751,0.9426029203092693,0.1349351298519481,-0.42033571383153645
V,10,Logistic Regression,0.46963562753036436,0.5204884105960266,0.9899849319063975,0.12992160468301162,-0.5203493043760331
V,10,Decision Tree,0.4089068825910931,0.5686396247240618,0.9597484235844221,0.0642939828767124,-0.550841540993329
V,10,Random Forest,0.3724696356275304,0.42818708609271516,0.41438619224065354,0.034528317635076355,-0.04191655661312316
V,10,XGBoost,0.3765182186234818,0.4633692052980133,0.37597463669838777,0.03138699051930782,0.0005435819250940166
MA,5,Decision Tree,0.5303643724696356,0.5456122448979592,-0.14032156987774108,-0.016697619679407416,0.5303643724696356
MA,5,Random Forest,0.39271255060728744,0.5316326530612244,1.472407963066025,0.18670819480085443,-1.0796954124587375
MA,5,XGBoost,0.44534412955465585,0.553469387755102,1.4461426641390003,0.07480585281629537,-1.0007985345843444
MA,10,Decision Tree,0.3724696356275304,0.5534841502583439,-0.751369499029749,-0.05231154863425702,0.3724696356275304
MA,10,Random Forest,0.3562753036437247,0.39589442815249265,0.46468816504106336,0.06665260935575534,-0.10841286139733869
MA,10,XGBoost,0.3805668016194332,0.4539170506912442,0.7550500913675858,0.08103396508825567,-0.37448328974815265
COST,5,Logistic Regression,0.5141700404858299,0.5008130081300812,-0.07228399575815153,-0.03389276087473936,0.5141700404858299
COST,5,Decision Tree,0.631578947368421,0.5010716925351071,0.16514192722011514,0.013480430143994138,0.4664370201483059
COST,5,Random Forest,0.5546558704453441,0.5662232076866224,-0.07062264952784422,-0.026909468886930688,0.5546558704453441
COST,5,XGBoost,0.6153846153846154,0.5829268292682928,-0.5271327432714872,-0.11088659334058493,0.6153846153846154
COST,10,Logistic Regression,0.3522267206477733,0.6302742616033755,-0.6444595610128956,-0.09026032523334249,0.3522267206477733
COST,10,Decision Tree,0.5748987854251012,0.6326476793248945,-0.3599210779511358,-0.07677794600965182,0.5748987854251012
COST,10,Random Forest,0.4291497975708502,0.6598854731766124,0.8532367826190235,0.06249182684797305,-0.42408698504817327
COST,10,XGBoost,0.5465587044534413,0.6653104279686558,-1.2649823905364928,-0.14657363257771405,0.5465587044534413
JNJ,5,Logistic Regression,0.48582995951417,0.48089591567852435,1.2149045920017623,0.21209349498814056,-0.7290746324875923
JNJ,5,Decision Tree,0.4574898785425101,0.4384387351778656,1.7549705420592654,0.3447439013985458,-1.2974806635167553
JNJ,5,Random Forest,0.4939271255060729,0.5730566534914362,1.3944189653998147,0.20870939634436692,-0.9004918398937418
JNJ,5,XGBoost,0.4979757085020243,0.5602766798418972,2.0474870950736133,0.3373938546186557,-1.549511386571589
JNJ,10,Logistic Regression,0.582995951417004,0.5527954425013248,1.256771957760444,0.22399367907934842,-0.6737760063434399
JNJ,10,Decision Tree,0.5020242914979757,0.5240792262851087,1.033996644094031,0.10947633540495727,-0.5319723525960552
JNJ,10,Random Forest,0.5060728744939271,0.5392819289878114,1.264681834828055,0.18050361665000825,-0.758608960334128
JNJ,10,XGBoost,0.5344129554655871,0.5412692103868575,1.2647563158248896,0.1848954672805625,-0.7303433603593025
PG,5,Logistic Regression,0.4777327935222672,0.4621031746031746,-0.7258572166481155,-0.14164892358646763,0.4777327935222672
PG,5,Decision Tree,0.44534412955465585,0.4680886243386243,0.17354055715976008,0.0048464976345337085,0.2718035723948958
PG,5,Random Forest,0.5020242914979757,0.6074735449735449,-0.3512521272315247,-0.02785792535881737,0.5020242914979757
PG,5,XGBoost,0.5101214574898786,0.49725529100529103,1.6804985559624568,0.233093412745639,-1.1703770984725783
PG,10,Logistic Regression,0.6437246963562753,0.6024006510240065,-0.7258572166481155,-0.14164892358646763,0.6437246963562753
PG,10,Decision Tree,0.4493927125506073,0.5665265156652651,0.3693408123327627,0.02474323986344995,0.08005190021784458
PG,10,Random Forest,0.4939271255060729,0.6467516614675165,0.5400808979190997,0.041538826284316155,-0.04615377241302687
PG,10,XGBoost,0.5384615384615384,0.5697138206971383,0.0781060547759761,-0.0007239231362635712,0.46035548368556234
KO,5,Logistic Regression,0.5060728744939271,0.4830119375573921,1.7153697131617056,0.15499059909264568,-1.2092968386677785
KO,5,Decision Tree,0.4898785425101215,0.5096418732782368,2.0319427378059824,0.10952287705419539,-1.542064195295861
KO,5,XGBoost,0.4898785425101215,0.47291092745638197,1.6915857630357656,0.07302220806178927,-1.201707220525644
KO,10,Logistic Regression,0.5263157894736842,0.6546957671957672,1.4579559521309953,0.13838839052139407,-0.9316401626573111
KO,10,Decision Tree,0.5546558704453441,0.5710648148148149,0.44595079530830634,0.029889208909184894,0.10870507513703781
PEP,5,Logistic Regression,0.4979757085020243,0.5318504869702553,0.18036727246641931,0.015325885680469664,0.31760843603560496
PEP,5,Decision Tree,0.5789473684210527,0.5878849697288759,0.12053169137365383,0.0028327334424600448,0.45841567704739883
PEP,5,Random Forest,0.5344129554655871,0.6197683600947618,0.2779460782252288,0.037379939168199705,0.25646687724035827
PEP,5,XGBoost,0.5465587044534413,0.5979205053961569,0.22262519179813783,0.024773437480034577,0.3239335126553035
PEP,10,Logistic Regression,0.46963562753036436,0.4913689281413087,0.019964287805959737,-0.020786116687172562,0.44967133972440465
PEP,10,Decision Tree,0.5991902834008097,0.6398367456175567,-0.25203722782494686,-0.06773535394180308,0.5991902834008097
PEP,10,Random Forest,0.4777327935222672,0.5429546366920915,0.019964287805959737,-0.020786116687172562,0.4577685057163075
PEP,10,XGBoost,0.582995951417004,0.6142111601766359,-0.14351348936824782,-0.05567377762077175,0.582995951417004
WMT,5,Logistic Regression,0.5465587044534413,0.6285412899336951,1.163884838605957,0.2775475429792138,-0.6173261341525157
WMT,5,Decision Tree,0.41700404858299595,0.5423071127185052,0.10316287925916888,0.0051882061627066545,0.31384116932382705
WMT,5,Random Forest,0.41700404858299595,0.6250753465943338,1.431962013851728,0.28083830110874697,-1.014957965268732
WMT,5,XGBoost,0.3522267206477733,0.5776069921639542,0.38065928110600533,0.026763193479333536,-0.02843256045823206
WMT,10,Logistic Regression,0.41700404858299595,0.6873953098827471,1.6115460400651496,0.3724153216303505,-1.1945419914821536
WMT,10,Random Forest,0.31983805668016196,0.5909757118927973,1.2845020528643107,0.22821677148902264,-0.9646639961841488
WMT,10,XGBoost,0.2874493927125506,0.6366206030150754,1.3838094052657732,0.13163353670439593,-1.0963600125532227
GME,5,Logistic Regression,0.6032388663967612,0.6411772434634083,0.6458529328797353,0.2020777464561283,-0.04261406648297417
GME,5,Decision Tree,0.5101214574898786,0.5152410984101958,-0.3345162638972407,-0.19629594396335337,0.5101214574898786
GME,5,Random Forest,0.4777327935222672,0.4497437918801735,-0.49070257057708677,-0.1677370489942237,0.4777327935222672
GME,5,XGBoost,0.4898785425101215,0.5007226382866903,0.1806237297374898,0.0017932833182603414,0.30925481277263167
GME,10,Logistic Regression,0.6275303643724697,0.5708168642951251,0.7118820587199224,0.23852643628353465,-0.08435169434745271
GME,10,Decision Tree,0.5141700404858299,0.49996706192358364,-0.4608939972778678,-0.1474237908117738,0.5141700404858299
GME,10,Random Forest,0.5222672064777328,0.5500658761528326,0.4089750704967853,0.0743531093278249,0.11329213598094756
GME,10,XGBoost,0.4979757085020243,0.569828722002635,-0.31246568222251564,-0.11692025726865374,0.4979757085020243
AMC,5,Decision Tree,0.4979757085020243,0.48247922437673124,-0.5311831829935156,-0.16618665225948948,0.4979757085020243
AMC,5,Random Forest,0.5303643724696356,0.5572714681440443,-0.6450469323838065,-0.17332331988593563,0.5303643724696356
AMC,5,XGBoost,0.5182186234817814,0.5488227146814404,-2.6009336689557268,-0.2890490714214622,0.5182186234817814
AMC,10,XGBoost,0.6153846153846154,0.6333603020496223,1.3109450627059507,0.10059782624652658,-0.6955604473213353
COIN,5,Logistic Regression,0.48917748917748916,0.5392943670502726,0.9710224084007453,0.28950111263872835,-0.4818449192232561
COIN,5,Decision Tree,0.49783549783549785,0.5554588128407025,1.157791613331838,0.4161262079771011,-0.6599561154963401
COIN,5,Random Forest,0.45021645021645024,0.5292247122955784,-0.04826733855947619,-0.0074326189805871135,0.45021645021645024
COIN,5,XGBoost,0.4805194805194805,0.5177165354330708,1.4841388208352506,0.2572259460746047,-1.00361934031577
COIN,10,Logistic Regression,0.45021645021645024,0.47948213204118717,1.511343214940168,0.5103767421713705,-1.0611267647237177
COIN,10,Decision Tree,0.41125541125541126,0.39968201090248334,0.7318912622577439,0.27380824279522376,-0.32063585100233266
COIN,10,Random Forest,0.46320346320346323,0.48054209569957607,1.348255659851363,0.43717901515941704,-0.8850521966478999
COIN,10,XGBoost,0.45454545454545453,0.5196850393700787,1.5617846962505582,0.575798165472684,-1.1072392417051036
MSTR,5,Logistic Regression,0.4574898785425101,0.48082010582010587,-0.3172482589885874,-0.0429210506349329,0.4574898785425101
MSTR,5,Decision Tree,0.47368421052631576,0.4976521164021164,-0.44058827935077777,-0.30907007049125623,0.47368421052631576
MSTR,5,XGBoost,0.47368421052631576,0.4665343915343915,1.195794944586687,0.5588411246286731,-0.7221107340603712
MSTR,10,XGBoost,0.4817813765182186,0.5244066882416396,1.664135303992153,0.6382445191684101,-1.1823539274739343
PLTR,5,Decision Tree,0.44534412955465585,0.5107293127629733,0.7193160535186829,0.16284689143301545,-0.27397192396402703
PLTR,5,Random Forest,0.44534412955465585,0.41809256661991584,1.1223282881645518,0.14479855301014677,-0.6769841586098959
PLTR,5,XGBoost,0.46963562753036436,0.526437587657784,1.6123162377073537,0.46491956664183065,-1.1426806101769893
PLTR,10,Decision Tree,0.4493927125506073,0.41477850399419025,-0.23997611411492759,-0.04664482088611088,0.4493927125506073
PLTR,10,XGBoost,0.4251012145748988,0.46383442265795205,0.5313902286860105,0.08182712166199635,-0.10628901411111169
